Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality
"Student Affairs,""""""The student affairs office needs to streamline their processes for managing birth certificates. It shouldn't take weeks to get a simple document processed."""""",16,2.96,5,1,M,Mexico"
"Student Affairs,""""""I've been waiting for my training certificate for over a month now, and every time I follow up with the student affairs office, they tell me it's still being processed."""""",22,0.44,3,1,F,Mexico"
"Student Affairs,""""""The lack of transparency in the student affairs office's certificate management processes is unacceptable. Students deserve better communication and clearer timelines."""""",27,2.37,5,1,M,Mexico"
"Student Affairs,"" """"I've had nothing but frustration and delays in trying to obtain my student certificates. The student affairs office needs to overhaul their processes and make it easier for students to get what they need."""""",26,2.14,4,1,F,Mexico"
"Student Affairs,"" """"The student affairs office seems to prioritize administrative tasks over student needs. It's time for them to focus on improving their services for students."""""",21,0.67,1,1,M,Mexico"
"Student Affairs,"" """"I had to wait in line for hours just to submit my military certificate application, and it still hasn't been processed. This is unacceptable."""""",19,1.97,4,1,F,Mexico"
"Student Affairs,"" """"The student affairs office should provide online options for submitting and tracking certificate requests. It would save students a lot of time and hassle."""""",18,3.8,1,1,M,Mexico"
"Student Affairs,"" """"I've heard from multiple students that the student affairs office is notoriously slow when it comes to processing birth certificates. It's time for them to make some changes."""""",18,1.4,2,1,F,Mexico"
"Student Affairs,"" """"The student affairs office needs to take responsibility for their mistakes and improve their processes for managing certificates. Students shouldn't have to suffer because of their incompetence."""""",18,0.03,4,1,F,Mexico"
"Student Affairs,"" """"I'm worried that my training certificate won't be processed in time for me to start my internship. The student affairs office needs to prioritize student needs and make sure these documents are processed quickly."""""",18,0.07,2,1,M,Mexico"
"Student Affairs,"" """"The lack of organization and communication in the student affairs office is causing a lot of unnecessary stress for students. It's time for them to step up and do better."""""",16,3.99,3,1,F,Mexico"
